12004	12209	0.205	0.004542350769042969	0.022157808629477898	pics	READ	false	bsc	bsc	test_bsc
22007	22032	0.025	0.008211135864257812	0.3284454345703125	pics	READ	false	bsc	bsc	test_bsc
32008	32034	0.026	0.0018644332885742188	0.07170897263746996	pics	READ	false	bsc	bsc	test_bsc
42010	42038	0.028	0.04239654541015625	1.514162336077009	pics	READ	false	bsc	bsc	test_bsc
52011	52035	0.024	0.003989219665527344	0.1662174860636393	pics	READ	false	bsc	bsc	test_bsc
62012	62055	0.043	0.5432348251342773	12.633368026378545	pics	READ	false	bsc	bsc	test_bsc
72013	72037	0.024	0.013770103454589844	0.5737543106079102	pics	READ	false	bsc	bsc	test_bsc
82014	82037	0.023	0.004868507385253906	0.21167423414147418	pics	READ	false	bsc	bsc	test_bsc
92015	92038	0.023	0.0020465850830078125	0.08898196013077446	pics	READ	false	bsc	bsc	test_bsc
102015	102039	0.024	0.0020236968994140625	0.08432070414225261	pics	READ	false	bsc	bsc	test_bsc
112016	112040	0.024	0.0019140243530273438	0.07975101470947266	pics	READ	false	bsc	bsc	test_bsc
122018	122049	0.031	0.009965896606445312	0.32148053569178425	pics	READ	false	bsc	bsc	test_bsc
132019	132044	0.025	0.06478404998779297	2.5913619995117188	pics	READ	false	bsc	bsc	test_bsc
142020	142060	0.04	0.027173995971679688	0.6793498992919922	pics	READ	false	bsc	bsc	test_bsc
152021	152059	0.038	0.0074596405029296875	0.19630632902446546	pics	READ	false	bsc	bsc	test_bsc
162022	162055	0.033	0.005599021911621094	0.16966733065518466	pics	READ	false	bsc	bsc	test_bsc
172023	172048	0.025	0.10169315338134766	4.067726135253906	pics	READ	false	bsc	bsc	test_bsc
182024	182056	0.032	0.07618236541748047	2.3806989192962646	pics	READ	false	bsc	bsc	test_bsc
192025	192054	0.029	0.16263675689697266	5.608164030930092	pics	READ	false	bsc	bsc	test_bsc
202029	202055	0.026	0.16965579986572266	6.525223071758564	pics	READ	false	bsc	bsc	test_bsc
212029	212054	0.025	0.05476093292236328	2.1904373168945312	pics	READ	false	bsc	bsc	test_bsc
222030	222056	0.026	0.09848785400390625	3.787994384765625	pics	READ	false	bsc	bsc	test_bsc
232031	232055	0.024	0.06291866302490234	2.621610959370931	pics	READ	false	bsc	bsc	test_bsc
242032	369361	127.329	0.09789752960205078	7.688549317284419E-4	pics	READ	false	bsc	bsc	test_bsc
369362	369484	0.122	0.07038497924804688	0.5769260594102203	pics	READ	false	bsc	bsc	test_bsc
369484	369538	0.054	0.011548042297363281	0.21385263513635705	pics	READ	false	bsc	bsc	test_bsc
369539	369629	0.09	2.4337644577026367	27.041827307807075	docs	READ	false	bsc	bsc	test_bsc
369630	369681	0.051	0.1796875	3.5232843137254903	docs	READ	false	bsc	bsc	test_bsc
369682	369720	0.038	0.2281322479248047	6.003480208547492	docs	READ	false	bsc	bsc	test_bsc
